a1 啊 阿 腌 锕 
a1#ba4 阿爸 
jue2#ding4#xing4 决定性 
jue2#duan4 决断 
jue2#dui4 绝对 
jue2#dui4#zhi2 绝对值 
jue2#fei1 决非 绝非 
jue2#hao3 绝好 
jue2#huo2 绝活 
jue2#ji1 绝迹 
jue2#ji4 绝技 
jue2#jiang4 倔强 
jue2#jin4 掘进 
jue2#jing4 绝境 
jue2#kou3 决口 
jue2#lie4 决裂 
jue2#lu4 绝路 
jue2#lun2 绝伦 
jue2#miao4 绝妙 
jue2#qi3 崛起 
jue2#qiao4 诀窍 
jue2#qu3 攫取 
jue2#sai4 决赛 
jue2#sai4#quan1 决赛圈 
jue2#sai4#quan2 决赛权 
jue2#se4 角色 
jue2#shao3 绝少 
jue2#sheng4 决胜 
jue2#sheng4#fu4 决胜负 
jue2#shi2 绝食 
jue2#shi4 爵士 
jue2#shi4#yue4 爵士乐 
jue2#shou1 绝收 
jue2#shuo4 矍铄 
jue2#suan4 决算 
jue2#wang4 绝望 
jue2#wu2 绝无 
jue2#wu2#jin3#you3 绝无仅有 
jue2#wu4 觉悟 
jue2#xin1 决心 
jue2#xing3 觉醒 
jue2#yi4 决意 决议 
jue2#yi4#an4 决议案 
jue2#yuan2 绝缘 
jue2#ze2 抉择 
jue2#zhan4 决战 
jue2#zhao1 绝招 
jue2#zheng4 绝症 
jue2#zhong3 绝种 
jue2#zhu2 角逐 
jue3 蹶 
jue4 倔 
jun1 龟 均 菌 钧 军 君 皲 筠 麇 
jun1#bei4 军备 
jun1#bu4 军部 
jun1#che1 军车 
jun1#dao1 军刀 
jun1#deng3 均等 
jun1#di4 军地 
jun1#dui4 军队 
jun1#fa2 军阀 
jun1#fang1 军方 
jun1#fei4 军费 
jun1#fen1 均分 
jun1#fen1#qu1 军分区 
jun1#fu2 军服 
jun1#gang3 军港 
jun1#ge1 军歌 
jun1#gong1 军工 
jun1#gong1#zhang1 军功章 
jun1#guan1 军官 
jun1#guo2#zhu3#yi4 军国主义 
jun1#hao4 军号 
jun1#heng2 均衡 
jun1#huo3 军火 
jun1#huo3#shang1 军火商 
jun1#jian4 军舰 
jun1#jie4 军界 
jun1#jing3 军警 
jun1#kong4 军控 
jun1#li3 军礼 
jun1#li4 军力 
jun1#lie4 龟裂 
jun1#lie4#shu3 军烈属 
jun1#ling4#zhuang4 军令状 
jun1#lv3 军旅 
jun1#mao4 军帽 
jun1#min2 军民 
jun1#min2#gong4#jian4 军民共建 
jun1#pin3 军品 
jun1#qi2 军旗 
jun1#qu1 军区 
jun1#ren2 军人 
jun1#rong2 军容 
jun1#sao3 军嫂 
jun1#shi1 军师 
jun1#shi4 军事 
jun1#shi4#hua4 军事化 
jun1#shi4#jia1 军事家 
jun1#shu3 军属 
jun1#tuan2 军团 
jun1#wang2 君王 
jun1#wei1 军威 
jun1#wei3 军委 
jun1#wu4 军务 
jun1#xian2 军衔 
jun1#xiao4 军校 
jun1#xin1 军心 
jun1#xu1 军需 
jun1#xun4 军训 
jun1#yi1 均一 军医 
jun1#ying2 军营 
jun1#yong4 军用 
jun1#yue4 军乐 
jun1#yue4#dui4 军乐队 
jun1#yun2 均匀 
jun1#zhan1 均沾 
jun1#zhang3 军长 
jun1#zheng4 军政 
jun1#zheng4#fu3 军政府 
jun1#zhi2 军职 
jun1#zhong1 军中 
jun1#zhong3 军种 
jun1#zhong4 菌种 
jun1#zhu3 君主 
jun1#zhuan3#min2 军转民 
jun1#zhuang1 军装 
jun1#zi3 君子 
jun1#zi3#lan2 君子兰 
jun4 菌 峻 俊 竣 浚 郡 骏 隽 
jun4#gong1 竣工 
jun4#ling3 峻岭 
jun4#ma3 骏马 
jun4#xiu4 俊秀 
ka1 喀 咖 咔 
ka1#bu4#er3 喀布尔 
ka1#cha1 咔嚓 
ka1#fei1 咖啡 
ka1#fei1#ting1 咖啡厅 
ka1#fei1#yin1 咖啡因 
ka1#la3#kun1#lun2#shan1 喀喇昆仑山 
ka1#mai4#long2 喀麦隆 
ka1#shi2 喀什 
ka3 卡 咯 咔 
ka3#che1 卡车 
ka3#la1 卡拉 
ka3#la1#qi2 卡拉奇 
ka3#li3 卡里 
ka3#pian4 卡片 
ka3#shang4 卡上 
ka3#tong1 卡通 
ka3#tong1#pian4 卡通片 
ka3#zai4 卡在 
kai1 开 揩 
kai1#ban1 开班 
kai1#ban4 开办 
kai1#ben3 开本 
kai1#bian4 开遍 
kai1#biao1 开标 
kai1#bo1 开播 
kai1#cai3 开采 
kai1#chang3 开场 
kai1#chang3#bai2 开场白 
kai1#che1 开车 
kai1#cheng2 开成 
kai1#cheng2#bu4#gong1 开诚布公 
kai1#chu1 开出 
kai1#chu2 开除 
kai1#chuang1 开窗 
kai1#chuang4 开创 
kai1#chuang4#xing4 开创性 
kai1#chun1 开春 
kai1#dao1 开刀 
kai1#dao3 开导 
kai1#dao4 开到 开道 
kai1#deng1 开灯 
kai1#dian4 开店 
kai1#dong4 开动 
kai1#duan1 开端 
kai1#fa1 开发 
kai1#fa1#fei4 开发费 
kai1#fa1#qu1 开发区 
kai1#fa1#shang1 开发商 
kai1#fa1#shi4 开发式 
kai1#fa1#shu3 开发署 
kai1#fa1#xing2 开发型 
kai1#fa1#xing4 开发性 
kai1#fan4 开饭 
kai1#fang4 开放 
kai1#fang4#shi4 开放式 
kai1#fang4#xing2 开放型 
kai1#fang4#xing4 开放性 
kai1#feng1 开封 
kai1#fu4 开赴 
kai1#gong1 开工 
kai1#guan1 开关 
kai1#guan3 开馆 
kai1#guo2 开国 
kai1#hang2 开航 开行 
kai1#hao3 开好 
kai1#hu4 开户 
kai1#hua1 开花 
kai1#huai2 开怀 
kai1#huang1 开荒 
kai1#hui4 开会 
kai1#huo3 开火 
kai1#ji1 开机 
kai1#jia4 开架 
kai1#jian1 开间 
kai1#jiang3 开奖 
kai1#jin4 开进 
kai1#ju2 开局 
kai1#ju4 开具 
kai1#juan4 开卷 
kai1#jue2 开掘 
kai1#kai1 开开 
kai1#ke4 开课 
kai1#ken3 开垦 
kai1#kou3 开口 
kai1#kuang4 开矿 
kai1#kuo4 开阔 
kai1#lai2 开来 
kai1#lang3 开朗 
kai1#li4 开立 
kai1#lie4 开列 开裂 
kai1#lu4 开路 
kai1#luan2 开滦 
kai1#luo2 开罗 开锣 
kai1#lv4#deng1 开绿灯 
kai1#men2 开门 
kai1#men2#hong2 开门红 
kai1#men2#jian4#shan1 开门见山 
kai1#ming2 开明 
kai1#mu4 开幕 
kai1#mu4#ci2 开幕词 
kai1#mu4#shi4 开幕式 
kai1#pai1 开拍 
kai1#pan2 开盘 
kai1#pao4 开炮 
kai1#pi4 开辟 
kai1#pian1 开篇 
kai1#piao4 开票 
kai1#ping2 开平 
kai1#pu3#dun1 开普敦 
kai1#qi3 开启 
kai1#qiang1 开枪 
kai1#qiao4 开窍 
kai1#qiu2 开球 
kai1#qu2 开渠 
kai1#qu4 开去 
kai1#sai4 开赛 
kai1#shan1 开山 
kai1#shang4 开上 
kai1#she4 开设 
kai1#shi3 开始 
kai1#shi4 开市 
kai1#shui3 开水 
kai1#tian1#pi4#di4 开天辟地 
kai1#ting2 开庭 
kai1#tong1 开通 
kai1#tou2 开头 
kai1#tuo1 开脱 
kai1#tuo4 开拓 
kai1#tuo4#xing4 开拓性 
kai1#wa1 开挖 
kai1#wai4 开外 
kai1#wan2 开完 
kai1#wan2#xiao4 开玩笑 
kai1#wang3 开往 
kai1#wei4 开胃 
kai1#xian4 开县 
kai1#xiang1 开箱 
kai1#xiao1 开销 
kai1#xin1 开心 
kai1#xue2 开学 
kai1#yan3 开眼 
kai1#yan3#jie4 开眼界 
kai1#yao4 开药 
kai1#ye4 开业 
kai1#yuan2 开元 开园 开源 
kai1#yuan2#jie2#liu2 开源节流 
kai1#zao2 开凿 
kai1#zha2 开闸 
kai1#zhai1#jie2 开斋节 
kai1#zhan3 开展 
kai1#zhan4 开战 
kai1#zhang1 开张 
kai1#zhe5 开着 
kai1#zheng1 开征 
kai1#zhi1 开支 
kai1#zong1#ming2#yi4 开宗明义 
kai1#zou3 开走 
kai1#zu2#ma3#li4 开足马力 
kai3 楷 凯 慨 剀 垲 恺 铠 锴 
kai3#ge1 凯歌 
kai3#mo2 楷模 
kai3#ran2 慨然 
kai3#shu1 楷书 
kai3#tan4 慨叹 
kai3#xuan2 凯旋 
kai3#xuan2#men2 凯旋门 
kai4 忾 
kai5 开 
kan1 刊 堪 勘 看 戡 龛 
kan1#ce4 勘测 
kan1#cha2 勘查 勘察 
kan1#cheng1 堪称 
kan1#chu1 刊出 
kan1#deng1 刊登 
kan1#fa1 刊发 
kan1#guan3 看管 
kan1#hu4 看护 
kan1#jia1 看家 
kan1#jia1#ben3#ling3 看家本领 
kan1#jie4 勘界 
kan1#men2 看门 
kan1#ming2 刊名 
kan1#pei2#la1 堪培拉 
kan1#shou3 看守 
kan1#shou3#suo3 看守所 
kan1#shu1 看书 
kan1#tan4 勘探 
kan1#wu4 刊物 
kan1#yan4 勘验 
kan1#you1 堪忧 
kan3 槛 坎 砍 侃 
kan3#chai2 砍柴 
kan3#dao1 砍刀 
kan3#diao4 砍掉 
kan3#fa2 砍伐 
kan3#jia4 砍价 
kan3#kan3#er2#tan2 侃侃而谈 
kan3#ke3 坎坷 
kan3#pa4#la1 坎帕拉 
kan3#shang1 砍伤 
kan4 看 嵌 阚 瞰 
kan4#bao4 看报 
kan4#bing4 看病 
kan4#bu2#dao4 看不到 
kan4#bu2#guan4 看不惯 
kan4#bu4#jian4 看不见 
kan4#bu5#qi3 看不起 
kan4#cheng2 看成 
kan4#chu1 看出 
kan4#dai4 看待 
kan4#dao4 看到 
kan4#de5#chu1 看得出 
kan4#de5#jian4 看得见 
kan4#dong3 看懂 
kan4#fa3 看法 
kan4#guan4 看惯 
kan4#guo4 看过 
kan4#hao3 看好 
kan4#jian4 看见 
kan4#kan5 看看 
kan4#ke4 看客 
kan4#lai2 看来 
kan4#qi2 看齐 
kan4#qi3#lai2 看起来 
kan4#qing1 看清 
kan4#qu4 看去 
kan4#re4#nao5 看热闹 
kan4#ren2 看人 
kan4#shang4 看上 
kan4#shang4#qu4 看上去 
kan4#shu1 看书 
kan4#si4 看似 
kan4#tai2 看台 
kan4#tou5 看头 
kan4#wan2 看完 
kan4#wang4 看望 
kan4#xi4 看戏 
kan4#yang4#zi5 看样子 
kan4#yi2#kan4 看一看 
kan4#zhang3 看涨 
kan4#zhe5 看着 
kan4#zhong4 看中 看重 
kan4#zhun3 看准 
kan4#zuo4 看作 
kan5 看 
kang1 康 慷 糠 
kang1#fu4 康复 
kang1#kai3 慷慨 
kang1#kai3#ji1#ang2 慷慨激昂 
kang1#kai3#jie3#nang2 慷慨解囊 
kang1#le4 康乐 
kang1#xi1 康熙 
kang1#xian4 康县 
kang1#you3#wei2 康有为 
kang1#zhuang1#da4#dao4 康庄大道 
kang2 扛 
kang2#qi3 扛起 
kang4 抗 亢 炕 伉 钪 
kang4#ai2 抗癌 
kang4#bing4 抗病 
kang4#da4 抗大 
kang4#fen4 亢奋 
kang4#han4 抗旱 
kang4#heng2 抗衡 
kang4#hong2 抗洪 
kang4#ji1 抗击 
kang4#ju4 抗拒 
kang4#jun1 抗菌 
kang4#jun1#su4 抗菌素 
kang4#li4 伉俪 
kang4#mei3#yuan2#chao2 抗美援朝 
kang4#ri4 抗日 
kang4#ri4#zhan4#zheng1 抗日战争 
kang4#sheng1#su4 抗生素 
kang4#su4 抗诉 
kang4#ti3 抗体 
kang4#tou2 炕头 
kang4#yi4 抗议 
kang4#yu4 抗御 
kang4#yuan2 抗原 
kang4#zai1 抗灾 
kang4#zhan4 抗战 
kang4#zhen4 抗震 
kang4#zhen4#jiu4#zai1 抗震救灾 
kang4#zheng1 抗争 
kao1 尻 
kao3 考 拷 烤 栲 
kao3#bei4 拷贝 
kao3#cha2 考查 考察 
kao3#cha2#dui4 考察队 
kao3#cha2#tuan2 考察团 
kao3#chang3 考场 
kao3#fen1 考分 
kao3#gu3 考古 
kao3#gu3#dui4 考古队 
kao3#gu3#xue2 考古学 
kao3#gu3#xue2#jia1 考古学家 
kao3#guan1 考官 
kao3#he2 考核 
kao3#jin4 考进 
kao3#jiu1 考究 
kao3#juan4 考卷 
kao3#lv4 考虑 
kao3#ping2 考评 
kao3#qin2 考勤 
kao3#qu3 考取 
kao3#rou4 烤肉 
kao3#ru4 考入 
kao3#shang4 考上 
kao3#sheng1 考生 
kao3#shi4 考试 
kao3#xiang1 烤箱 
kao3#ya1 烤鸭 
kao3#yan1 烤烟 
kao3#yan4 考验 
kao3#zheng4 考证 
kao4 靠 犒 铐 
kao4#an4 靠岸 
kao4#bei4 靠背 
kao4#bian1 靠边 
kao4#bo2 靠泊 
kao4#bu2#zhu4 靠不住 
kao4#de5#zhu4 靠得住 
kao4#hou4 靠后 
kao4#jin4 靠近 
kao4#long3 靠拢 
kao4#shan1 靠山 
kao4#shan1#chi1#shan1 靠山吃山 
kao4#shang4 靠上 
kao4#tian1#chi1#fan4 靠天吃饭 
kao4#zai4 靠在 
kao5 考 烤 靠 
ke1 呵 坷 苛 柯 棵 磕 颗 科 嗑 珂 轲 瞌 稞 疴 窠 颏 蚵 蝌 髁 
ke1#ban1 科班 
ke1#da2 柯达 
ke1#da4 科大 
ke1#er3 科尔 
ke1#gong1#mao4 科工贸 
ke1#huan4 科幻 
ke1#ji2 科级 
ke1#ji4 科技 
ke1#ji4#jie4 科技界 
ke1#ji4#shu1 科技书 
ke1#jiao1 科教 
ke1#jiu4 窠臼 
ke1#ju3 科举 
ke1#kao3 科考 
ke1#ke1 颗颗 科科 
ke1#ke4 苛刻 科克 
ke1#li4 颗粒 
ke1#long2 科龙 科隆 
ke1#lun2#po1 科伦坡 
ke1#mu4 科目 
ke1#na4#ke4#li3 科纳克里 
ke1#pu3 科普 
ke1#qiu2 苛求 
ke1#shi4 科室 
ke1#shui4 瞌睡 
ke1#te4#di2#wa3 科特迪瓦 
ke1#tou2 磕头 
ke1#wei1#te4 科威特 
ke1#wei3 科委 
ke1#xie2 科协 
ke1#xue2 科学 
ke1#xue2#cheng2 科学城 
ke1#xue2#hua4 科学化 
ke1#xue2#ji4#shu4 科学技术 
ke1#xue2#jia1 科学家 
ke1#xue2#jie4 科学界 
ke1#xue2#shi3 科学史 
ke1#xue2#xing4 科学性 
ke1#xue2#yuan4 科学院 
ke1#yan2 科研 
ke1#yan2#suo3 科研所 
ke1#yuan2 科员 
ke1#zhang3 科长 
ke2 壳 咳 颏 
ke2#pai2 壳牌 
ke2#sou5 咳嗽 
ke3 坷 可 渴 岢 轲 
ke3#ai4 可爱 
ke3#bei1 可悲 
ke3#bi3 可比 
ke3#bian4 可变 可辨 
ke3#bu4 可不 
ke3#bu4#ke3#yi3 可不可以 
ke3#bu4#shi4 可不是 
ke3#cao1#zuo4#xing4 可操作性 
ke3#cheng2#zhi1#ji1 可乘之机 
ke3#chi3 可耻 
ke3#da2 可达 
ke3#du2 可读 
ke3#du2#xing4 可读性 
ke3#fou3 可否 
ke3#ge1#ke3#qi4 可歌可泣 
ke3#geng1#di4 可耕地 
ke3#gong1 可供 
ke3#guan1 可观 
ke3#gui4 可贵 
ke3#hao3 可好 
ke3#jia1 可嘉 
ke3#jian4 可见 
ke3#jian4#yi1#ban1 可见一斑 
ke3#jing4 可敬 
ke3#ka3#yin1 可卡因 
ke3#kan4 可看 
ke3#kao4 可靠 
ke3#kao4#xing4 可靠性 
ke3#ke3 可可 
ke3#kou3 可口 
ke3#kou3#ke3#le4 可口可乐 
ke3#le4 可乐 
ke3#lian2 可怜 
ke3#neng2 可能 
ke3#neng2#xing4 可能性 
ke3#pa4 可怕 
ke3#pan4 渴盼 
ke3#qin1 可亲 
ke3#qiu2 渴求 
ke3#qu3 可取 
ke3#ran2 可燃 
ke3#ren2 可人 
ke3#shi3#yong4 可使用 
ke3#shi4 可是 
ke3#su4#xing4 可塑性 
ke3#suan4 可算 
ke3#tan4 可叹 
ke3#wang4 可望 渴望 
ke3#wei2 可为 
ke3#wei4 可谓 
ke3#wu4 可恶 
ke3#xi1 可惜 
ke3#xi3 可喜 
ke3#xi3#ke3#he4 可喜可贺 
ke3#xiang3#er2#zhi1 可想而知 
ke3#xiao4 可笑 
ke3#xin1 可心 
ke3#xin4 可信 
ke3#xin4#du4 可信度 
ke3#xing2 可行 
ke3#xing2#xing4 可行性 
ke3#yan2 可言 
ke3#yi2 可疑 
ke3#yi3 可以 
ke3#yi3#shuo1#shi4 可以说是 
ke3#yong4 可用 
ke3#you3#ke3#wu2 可有可无 
ke3#zhi1 可知 
ke4 可 克 刻 客 课 嗑 恪 溘 骒 缂 氪 
ke4#ben3 课本 
ke4#bu4#rong2#huan3 刻不容缓 
ke4#cang1 客舱 
ke4#chang3 客场 
ke4#che1 客车 
ke4#cheng2 课程 
ke4#chuan2 客船 
ke4#chuan4 客串 
ke4#dui4 客队 
ke4#fang2 客房 
ke4#fu2 克服 
ke4#gu3#ming2#xin1 刻骨铭心 
ke4#guan1 客观 
ke4#guan1#xing4 客观性 
ke4#hu4 客户 
ke4#hua4 刻画 
ke4#huo4 客货 
ke4#huo4#yun4 客货运 
ke4#ji1 客机 
ke4#ji3#feng4#gong1 克己奉公 
ke4#jia1 客家 
ke4#jia1#ren2 客家人 
ke4#jin4#zhi2#shou3 恪尽职守 
ke4#ju1 客居 
ke4#kou4 克扣 
ke4#ku3 刻苦 
ke4#la1 克拉 
ke4#la1#ma3#yi1 克拉玛依 
ke4#lang3 克朗 
ke4#li3#mi3#ya4 克里米亚 
ke4#li3#mu3#lin2#gong1 克里姆林宫 
ke4#lin2#dun4 克林顿 
ke4#liu2 客流 
ke4#liu2#liang4 客流量 
ke4#long2 克隆 
ke4#lun2 客轮 
ke4#luo2#di4#ya4 克罗地亚 
ke4#man3 客满 
ke4#mu4 课目 
ke4#piao4 客票 
ke4#qi4 客气 
ke4#qi5 客气 
ke4#qin2#ke4#jian3 克勤克俭 
ke4#ran2#chang2#shi4 溘然长逝 
ke4#ren5 客人 
ke4#shang1 客商 
ke4#shang4 刻上 
ke4#shi2 刻石 课时 
ke4#shi2#mi3#er3 克什米尔 
ke4#shou3 恪守 
ke4#tang2 课堂 
ke4#tao4 客套 
ke4#ti2 课题 
ke4#ti2#zu3 课题组 
ke4#ti3 客体 
ke4#ting1 客厅 
ke4#wai4 课外 
ke4#wen2 课文 
ke4#xing1 克星 
ke4#ye4 课业 
ke4#yi4 刻意 
ke4#you3 刻有 
ke4#yu2 课余 
ke4#yuan2 客源 
ke4#yun4 客运 
ke4#yun4#liang4 客运量 
ke4#yun4#zhan4 客运站 
ke4#zhi4 克制 
ke4#zhuo1 课桌 
ke4#zi4 刻字 
ke4#zu2 克族 
ke4#zuo4 客座 
ke4#zuo4#jiao4#shou4 客座教授 
ke5 喀 磕 壳 客 
kei1 Ｋ 
ken3 肯 啃 垦 恳 
ken3#de2#ji1 肯德基 
ken3#ding4 肯定 
ken3#huang1 垦荒 
ken3#ni2#ya4 肯尼亚 
ken3#qie4 恳切 
ken3#qing3 恳请 
ken3#qiu2 恳求 
ken3#qu1 垦区 
ken3#tan2 恳谈 
ken3#tan2#hui4 恳谈会 
keng1 坑 吭 铿 
keng1#dao4 坑道 
keng1#hai4 坑害 
keng1#keng1#wa1#wa1 坑坑洼洼 
keng1#kou3 坑口 
keng1#nong2 坑农 
keng1#qiang1 铿锵 
keng1#qiang1#you3#li4 铿锵有力 
keng1#ren2 坑人 
keng5 坑 
kong1 空 倥 崆 箜 
kong1#che1 空车 
kong1#dang4#dang4 空荡荡 
kong1#dong4 空洞 
kong1#fan4 空泛 
kong1#fang2 空房 空防 
kong1#fu4 空腹 
kong1#gang3 空港 
kong1#hua4 空话 
kong1#jian1 空间 
kong1#jian1#zhan4 空间站 
kong1#jiang4 空降 
kong1#jie3 空姐 
kong1#jun1 空军 
kong1#ke2 空壳 
kong1#kong1 空空 
kong1#kong1#dang4#dang4 空空荡荡 
kong1#kuang4 空旷 
kong1#ling2 空灵 
kong1#men2 空门 
kong1#nan4 空难 
kong1#qi4 空气 
kong1#qian2 空前 
kong1#que1 空缺 
kong1#shou3 空手 
kong1#tan2 空谈 
kong1#tiao2 空调 
kong1#tiao2#ji1 空调机 
kong1#tiao2#qi4 空调器 
kong1#tou2#zhi1#piao4 空头支票 
kong1#xi2 空袭 
kong1#xiang3 空想 
kong1#xin1 空心 
kong1#xu1 空虚 
kong1#yu4 空域 
kong1#yun4 空运 
kong1#zhan4 空战 
kong1#zheng4 空政 
kong1#zhi4 空置 
kong1#zhong1 空中 
kong3 恐 孔 倥 
kong3#bu4 恐怖 
kong3#bu4#zhu3#yi4 恐怖主义 
kong3#fan2#sen1 孔繁森 
kong3#fu1#zi3 孔夫子 
kong3#fu3 孔府 
kong3#he4 恐吓 
kong3#huang1 恐慌 
kong3#ju4 恐惧 
kong3#long2 恐龙 
kong3#long2#dan4 恐龙蛋 
kong3#miao4 孔庙 
kong3#ming2 孔明 
kong3#pa4 恐怕 
kong3#que4 孔雀 
kong3#zi3 孔子 
kong4 空 控 
kong4#bai2 空白 
kong4#bai2#dian3 空白点 
kong4#chu1 空出 
kong4#dang1 空当 
kong4#di4 空地 
kong4#gao4 控告 
kong4#gu3 控股 
kong4#su4 控诉 
kong4#xi4 空隙 
kong4#xian2 空闲 
kong4#zhi4 控制 
kong4#zhi4#li4 控制力 
kong4#zhi4#qi4 控制器 
kong4#zhi4#qu1 控制区 
kong4#zhi4#quan2 控制权 
kong4#zhi4#shi4 控制室 
kong4#zhi4#xian4 控制线 
kong4#zhi4#xing4 控制性 
kong4#zi5 空子 
kong5 空 
kou1 抠 
kou3 口 
kou3#an4 口岸 
kou3#bei1 口碑 
kou3#cai2 口才 
kou3#chi1 口吃 
kou3#dai5 口袋 
kou3#fu2 口服 口福 
kou3#fu2#ye4 口服液 
kou3#gan3 口感 
kou3#gong4 口供 
kou3#hao4 口号 
kou3#jiao3 口角 
kou3#jing4 口径 
kou3#ke3 口渴 
kou3#kou3#sheng1#sheng1 口口声声 
kou3#liang2 口粮 
kou3#ling4 口令 
kou3#qi4 口气 
kou3#qiang1 口腔 
kou3#qin2 口琴 
kou3#shao4 口哨 
kou3#she2 口舌 
kou3#shi2 口实 
kou3#shi4 口试 
kou3#shu4 口述 
kou3#shui3 口水 
kou3#tou2 口头 
kou3#wei4 口味 
kou3#wen3 口吻 
kou3#xiang1#tang2 口香糖 
kou3#xin4 口信 
kou3#yin1 口音 
kou3#yu3 口语 
kou3#zhao4 口罩 
kou3#zhong1 口中 
kou3#zi5 口子 
kou4 扣 寇 蔻 叩 筘 
kou4#chu2 扣除 
kou4#diao4 扣掉 
kou4#dong4 扣动 
kou4#jian3 扣减 
kou4#liu2 扣留 
kou4#qiu2 扣球 
kou4#ren2#xin1#xian2 扣人心弦 
kou4#sha1 扣杀 
kou4#xia4 扣下 
kou4#ya1 扣押 
kou4#zhu4 扣住 
kou4#zi5 扣子 
kou5 口 
ku1 枯 哭 窟 刳 堀 骷 
ku1#han3 哭喊 
ku1#huang2 枯黄 
ku1#jie2 枯竭 
ku1#long5 窟窿 
ku1#nao4 哭闹 
ku1#qi4 哭泣 
ku1#sheng1 哭声 
ku1#shui3 枯水 
ku1#shui3#qi1 枯水期 
ku1#si3 枯死 
ku1#su4 哭诉 
ku1#wei3 枯萎 
ku1#xiao4#bu2#de2 哭笑不得 
ku1#zao4 枯燥 
ku1#zhi1 枯枝 
ku3 苦 
ku3#ao2 苦熬 
ku3#bu4#kan1#yan2 苦不堪言 
ku3#dou4 苦斗 
ku3#du2 苦读 
ku3#gan4 苦干 
ku3#gong1 苦功 
ku3#guo3 苦果 
ku3#han2 苦寒 
ku3#kou3#po2#xin1 苦口婆心 
ku3#ku3 苦苦 
ku3#le4 苦乐 
ku3#li4 苦力 
ku3#lian4 苦练 
ku3#men4 苦闷 
ku3#nan4 苦难 
ku3#nao3 苦恼 
ku3#ri4#zi5 苦日子 
ku3#se4 苦涩 
ku3#shui3 苦水 
ku3#tong4 苦痛 
ku3#tou2 苦头 
ku3#wei4 苦味 
ku3#xiao4 苦笑 
ku3#xin1 苦心 
ku3#xin1#jing1#ying2 苦心经营 
ku3#xue2 苦学 
ku3#yu2 苦于 
ku3#zhan4 苦战 
ku3#zhong1 苦衷 
ku4 酷 库 裤 喾 绔 
ku4#ai4 酷爱 
ku4#cha4 裤衩 
ku4#cun2 库存 
ku4#dai4 裤带 
ku4#fang2 库房 
ku4#jiao3 裤脚 
ku4#lun2 库伦 
ku4#qu1 库区 
ku4#re4 酷热 
ku4#rong2 库容 
ku4#shu3 酷暑 
ku4#si4 酷似 
ku4#tui3 裤腿 
ku4#xing2 酷刑 
ku4#yao1 裤腰 
ku4#zi5 裤子 
ku5 哭 
kua1 夸 
kua1#da4 夸大 
kua1#jiang3 夸奖 
kua1#ke4 夸克 
kua1#yao4 夸耀 
kua1#zan4 夸赞 
kua1#zhang1 夸张 
kua3 垮 侉 
kua3#diao4 垮掉 
kua3#tai2 垮台 
kua4 挎 跨 胯 
kua4#chu1 跨出 
kua4#di4#qu1 跨地区 
kua4#du4 跨度 
kua4#guo2 跨国 
kua4#guo2#gong1#si1 跨国公司 
kua4#guo4 跨过 
kua4#hai3 跨海 
kua4#jin4 跨进 
kua4#jing4 跨境 
kua4#nian2#du4 跨年度 
kua4#ru4 跨入 
kua4#shang4 跨上 
kua4#shi4#ji4 跨世纪 
kua4#xue2#ke1 跨学科 
kua4#yue4 跨越 
kuai1 快 
kuai3 蒯 
kuai4 会 块 筷 侩 快 郐 哙 狯 浍 脍 
kuai4#bao4 快报 
kuai4#bu4 快步 
kuai4#can1 快餐 
kuai4#can1#dian4 快餐店 
kuai4#che1 快车 
kuai4#che1#dao4 快车道 
kuai4#dian3 快点 
kuai4#gan3 快感 
kuai4#gong1 快攻 
kuai4#huo5 快活 
kuai4#ji4 会计 
kuai4#ji4#shi1 会计师 
kuai4#jie2 快捷 
kuai4#kuai4 块块 快快 
kuai4#le4 快乐 
kuai4#ma3#jia1#bian1 快马加鞭 
kuai4#man4 快慢 
kuai4#men2 快门 
kuai4#qi2 快棋 
kuai4#ren2#kuai4#yu3 快人快语 
kuai4#su4 快速 
kuai4#ting3 快艇 
kuai4#wei4 快慰 
kuai4#xie1 快些 
kuai4#yao4 快要 
kuai4#yi1#dian3 快一点 
kuai4#yu2 快于 
kuai4#yun4 快运 
kuai4#zhi4#ren2#kou3 脍炙人口 
kuai4#zi5 筷子 
kuai5 快 
kuan1 宽 髋 
kuan1#chang3 宽敞 
kuan1#da4 宽大 
kuan1#dai4 宽带 
kuan1#du4 宽度 
kuan1#guang3 宽广 
kuan1#hou4 宽厚 
kuan1#kuan1 宽宽 
kuan1#kuo4 宽阔 
kuan1#rong2 宽容 
kuan1#shu4 宽恕 
kuan1#song1 宽松 
kuan1#wei4 宽慰 
kuan1#xian4 宽限 
kuan1#yi3#dai1#ren2 宽以待人 
kuan1#yu4 宽裕 
kuan3 款 
kuan3#dai4 款待 
kuan3#e2 款额 
kuan3#kuan3 款款 
kuan3#shi4 款式 
kuan3#wu4 款物 
kuan3#xiang4 款项 
kuan5 宽 
kuang1 匡 筐 框 诓 哐 
kuang1#jia4 框架 
kuang1#kuang5 框框 
kuang1#suan4 匡算 
kuang1#zheng4 匡正 
kuang2 狂 诳 
kuang2#ben1 狂奔 
kuang2#chao2 狂潮 
kuang2#feng1 狂风 
kuang2#huan1 狂欢 
kuang2#re4 狂热 
kuang2#wang4 狂妄 
kuang2#wu3 狂舞 
kuang2#xi3 狂喜 
kuang3 夼 
kuang4 矿 眶 旷 况 邝 圹 纩 贶 
kuang4#cang2 矿藏 
kuang4#chan3 矿产 
